"","Name","Earn"
"2445","Beth Hamedrash Shaarei Yosher Institute","PrivacySuppressed"
"2446","Phillips Beth Israel School of Nursing","81300"
"2447","Hair Design Institute at Fifth Avenue-Brooklyn","21600"
"2448","Boricua College","30100"
"2449","Bramson ORT College","26700"
"2450","Briarcliffe College","36100"
"2451","Brittany Beauty School","22000"
"2452","American Beauty School","PrivacySuppressed"
"2453","Brooklyn Law School","119400"
"2454","SUNY Broome Community College","29900"
"2455","Bryant & Stratton College-Amherst","23600"
"2456","Bryant & Stratton College-Syracuse North","23600"
"2457","Bryant & Stratton College-Syracuse","23600"
"2458","Bryant & Stratton College-Buffalo","23600"
"2459","Bryant & Stratton College-Greece","23600"
"2460","Business Informatics Center Inc","26300"
"2461","Canisius College","42200"
"2462","Capri Cosmetology Learning Centers","25000"
"2463","St Paul's School of Nursing-Queens","74900"
"2464","Cayuga County Community College","29900"
"2465","Cazenovia College","33700"
"2466","Central Yeshiva Tomchei Tmimim Lubavitz","29600"
"2467","Cheryl Fells School of Business","PrivacySuppressed"
"2468","Christ the King Seminary","NULL"
"2469","Circle in the Square Theater School","PrivacySuppressed"
"2470","Clarkson University","61900"
"2471","Clinton Community College","30100"
"2472","Cochran School of Nursing","76100"
"2473","Colgate Rochester Crozer Divinity School","NULL"
"2474","Colgate University","62600"
"2475","Metropolitan College of New York","33700"
"2476","Columbia University in the City of New York","92100"
"2477","Columbia-Greene Community College","32300"
"2478","Empire Beauty School-Queens","18600"
"2479","Concordia College-New York","44700"
"2480","Continental School of Beauty Culture-Buffalo","20100"
"2481","Continental School of Beauty Culture-Batavia","16700"
"2482","Continental School of Beauty Culture-Rochester","20400"
"2483","Cooper Union for the Advancement of Science and Art","53600"
"2484","Cornell University","81200"
"2485","Weill Cornell Medical College","81200"
"2486","Corning Community College","31000"
"2487","Pomeroy College of Nursing at Crouse Hospital","50300"
"2488","Culinary Institute of America","40200"
"2489","CUNY Bernard M Baruch College","52400"
"2490","CUNY Borough of Manhattan Community College","34000"
"2491","CUNY Bronx Community College","33600"
"2492","CUNY Brooklyn College","41400"
"2493","College of Staten Island CUNY","39800"
"2494","CUNY City College","42200"
"2495","CUNY Graduate School and University Center","PrivacySuppressed"
"2496","CUNY Hostos Community College","30800"
"2497","CUNY Hunter College","43100"
"2498","CUNY John Jay College of Criminal Justice","40800"
"2499","CUNY Kingsborough Community College","34500"
"2500","CUNY LaGuardia Community College","32900"
"2501","CUNY Lehman College","40600"
"2502","CUNY Medgar Evers College","33400"
"2503","CUNY New York City College of Technology","37100"
"2504","CUNY Queens College","44600"
"2505","CUNY Queensborough Community College","35400"
"2506","CUNY School of Law","77700"
"2507","CUNY York College","38400"
"2508","CVPH Medical Center School of Radiologic Technology","PrivacySuppressed"
"2509","D'Youville College","47200"
"2510","Daemen College","42100"
"2511","Dominican College of Blauvelt","45500"
"2512","Dowling College","41300"
"2513","Dutchess Community College","32900"
"2514","Belanger School of Nursing","46900"
"2515","Elmira Business Institute","20700"
"2516","Elmira College","39500"
"2517","Erie Community College","31700"
"2518","Fashion Institute of Technology","45300"
"2519","Finger Lakes Community College","30400"
"2520","Five Towns College","31700"
"2521","Fordham University","53400"
"2522","The International Culinary Center","38200"
"2523","Fulton-Montgomery Community College","29900"
"2524","Gemological Institute of America-New York","42100"
"2525","The General Theological Seminary","NULL"
"2526","Genesee Community College","29500"
"2527","Global Business Institute","14900"
"2528","Global Business Institute","14900"
"2529","Hamilton College","57900"
"2530","Hartwick College","40400"
"2531","Helene Fuld College of Nursing","79800"
"2532","Herkimer County Community College","30100"
"2533","Hilbert College","39100"
"2534","Hobart William Smith Colleges","49400"
"2535","Hofstra University","49500"
"2536","Houghton College","37500"
"2537","Hudson Valley Community College","34900"
"2538","Hunter Business School","27500"
"2539","Institute of Design and Construction","35500"
"2540","Institute of Audio Research","30400"
"2541","Iona College","49700"
"2542","Isabella Graham Hart School of Practical Nursing","40300"
"2543","Island Drafting and Technical Institute","40800"
"2544","Ithaca College","46900"
"2545","Jamestown Community College","30500"
"2546","Jamestown Business College","25500"
"2547","Jefferson Community College","30600"
"2548","Jewish Theological Seminary of America","PrivacySuppressed"
"2549","The Juilliard School","34900"
"2550","SBI Campus-An Affiliate of Sanford-Brown","34000"
"2551","Kehilath Yakov Rabbinical Seminary","PrivacySuppressed"
"2552","Keuka College","42400"
"2553","LIM College","44100"
"2554","Le Moyne College","46600"
"2555","LIU Brooklyn","50800"
"2556","LIU Post","50800"
"2557","Long Island Beauty School-Hempstead","22900"
"2558","Long Island Business Institute","22900"
"2559","LIU Hudson at Rockland","50800"
"2560","LIU Brentwood","50800"
"2561","Machzikei Hadath Rabbinical College","PrivacySuppressed"
"2562","Mandl School-The College of Allied Health","28000"
"2563","Manhattan College","57800"
"2564","Manhattan School of Music","31600"
"2565","Manhattanville College","43900"
"2566","Maria College of Albany","39400"
"2567","Marion S Whelan School of Nursing of Geneva General Hospital","PrivacySuppressed"
"2568","Marist College","50200"
"2569","MarJon School of Beauty ltd-Tonawanda","19700"
"2570","Marymount Manhattan College","38600"
"2571","Medaille College","38900"
"2572","Memorial College of Nursing","54500"
"2573","Memorial Hospital School of Radiation Therapy Technology","PrivacySuppressed"
"2574","Mercy College","38800"
"2575","Mesivta Torah Vodaath Rabbinical Seminary","PrivacySuppressed"
"2576","Mesivta of Eastern Parkway-Yeshiva Zichron Meilech","PrivacySuppressed"
"2577","Mesivtha Tifereth Jerusalem of America","PrivacySuppressed"
"2578","Southern Westchester BOCES-Practical Nursing Program","63000"
"2579","Midway Paris Beauty School","20700"
"2580","Mildred Elley School-Albany Campus","22100"
"2581","Mirrer Yeshiva Cent Institute","PrivacySuppressed"
"2582","Modern Welding School","38500"
"2583","Mohawk Valley Community College","29900"
"2584","Molloy College","57400"
"2585","Monroe College","30200"
"2586","Monroe Community College","30800"
"2587","Mount Saint Mary College","45000"
"2588","Montefiore School of Nursing","77600"
"2589","College of Mount Saint Vincent","50300"
"2590","Icahn School of Medicine at Mount Sinai","137100"
"2591","Nassau Community College","37100"
"2592","Nazareth College","40600"
"2593","Neighborhood Playhouse School of the Theater","PrivacySuppressed"
"2594","The College of New Rochelle","34300"
"2595","The New School","45900"
"2596","New School of Radio and Television","PrivacySuppressed"
"2597","New York Chiropractic College","52800"
"2598","Star Career Academy-New York","PrivacySuppressed"
"2599","New York Law School","106000"
"2600","New York Medical College","169100"
"2601","New York School for Medical and Dental Assistants","27100"
"2602","New York Theological Seminary","NULL"
"2603","New York University","62800"
"2604","Niagara County Community College","31900"
"2605","Niagara University","38900"
"2606","Empire Beauty School-Peekskill","19000"
"2607","North Country Community College","30400"
"2608","New York College of Podiatric Medicine","97800"
"2609","New York Institute of Technology","56900"
"2610","New York School of Interior Design","46900"
"2611","Nyack College","43500"
"2612","Ohr Hameir Theological Seminary","PrivacySuppressed"
"2613","Olean Business Institute","22000"
"2614","Onondaga Community College","31100"
"2615","Orange County Community College","35400"
"2616","Otsego Area BOCES-Practical Nursing Program","PrivacySuppressed"
"2617","Pace University-New York","55600"
"2618","Paul Smiths College of Arts and Science","33300"
"2619","Continental School of Beauty Culture-West Seneca","20100"
"2620","Plaza College","24200"
"2621","Polytechnic Institute of New York University","62600"
"2622","Davis College","31000"
"2623","Pratt Institute-Main","39700"
"2624","Professional Business College","21000"
"2625","Rabbinical Academy Mesivta Rabbi Chaim Berlin","PrivacySuppressed"
"2626","Rabbinical College Bobover Yeshiva Bnei Zion","23600"
"2627","Rabbinical College of Ch'san Sofer New York","PrivacySuppressed"
"2628","Rabbinical College Beth Shraga","PrivacySuppressed"
"2629","Rabbinical Seminary M'kor Chaim","PrivacySuppressed"
"2630","Rabbinical College of Long Island","PrivacySuppressed"
"2631","Rabbinical Seminary of America","PrivacySuppressed"
"2632","Rensselaer Polytechnic Institute","71400"
"2633","Ridley-Lowell Business & Technical Institute-Binghamton","25000"
"2634","Roberts Wesleyan College","42500"
"2635","Everest Institute-Rochester","22200"
"2636","Rochester Institute of Technology","56100"
"2637","University of Rochester","61200"
"2638","Rockland Community College","36400"
"2639","Empire Beauty School-Manhattan","22100"
"2640","The Sage Colleges","40300"
"2641","St Bernard's School of Theology and Ministry","NULL"
"2642","St Bonaventure University","43200"
"2643","St Francis College","42100"
"2644","St Joseph's College of Nursing at St Joseph's Hospital Health Center","53300"
"2645","St Lawrence University","47800"
"2646","The College of Saint Rose","38200"
"2647","St. Thomas Aquinas College","41100"
"2648","Samaritan Hospital School of Nursing","45800"
"2649","Sarah Lawrence College","39400"
"2650","Schenectady County Community College","30000"
"2651","Sh'or Yoshuv Rabbinical College","PrivacySuppressed"
"2652","Siena College","50500"
"2653","Simmons Institute of Funeral Service Inc","38500"
"2654","Skidmore College","45000"
"2655","Saint Joseph's College-New York","47300"
"2656","Saint Vladimirs Orthodox Theological Seminary","NULL"
"2657","Spanish-American Institute","PrivacySuppressed"
"2658","Faxton-St Luke's Healthcare School of Radiologic Technology","PrivacySuppressed"
"2659","Saint Elizabeth College of Nursing","53800"
"2660","Saint Elizabeth College of Nursing","53800"
"2661","Saint John Fisher College","43900"
"2662","St Paul's School of Nursing-Staten Island","75300"
"2663","St James Mercy Hospital School of Radiologic Science","PrivacySuppressed"
"2664","St John's University-New York","53300"
"2665","New York Career Institute","35000"
"2666","Suburban Technical School","25200"
"2667","Branford Hall Career Institute-Bohemia Campus","26900"
"2668","Sullivan County Community College","27800"
"2669","SUNY College of Technology at Alfred","38100"
"2670","SUNY College of Technology at Canton","34500"
"2671","SUNY College of Technology at Delhi","34600"
"2672","SUNY College of Agriculture and Technology at Cobleskill","32900"
"2673","Farmingdale State College","48100"
"2674","Morrisville State College","32600"
"2675","SUNY at Albany","47200"
"2676","SUNY at Binghamton","55100"
"2677","University at Buffalo","51500"
"2678","Stony Brook University","51300"
"2679","SUNY College of Environmental Science and Forestry","42100"
"2680","SUNY Polytechnic Institute","48900"
