"","Name","City","State","Zip","URL","Latitude","Longitude","ADMrate","Ownership","Citytype","SAT","AvgCost","Major_agriculture","Major_NatureResource","Major_Architecture","Major_CS","Major_Edu","Major_Engineering","Major_Bio","Major_MathStat","Major_Psychology","Major_SocialScience","Major_Business","Major_History"
"152","East Arkansas Community College","Forrest City","AR","72335-2204","WWW.EACC.EDU","35.039673","-90.767445","NULL",1,"32","NULL",9084,"0","0","0","0","0","0","0","0","0","0","0","0"
"153","Eastern College of Health Vocations-Little Rock","Little Rock","AR","72205","www.easterncollege.edu","34.75126","-92.341981","NULL",3,"12","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"154","Imagine-Paul Mitchell Partner School","North Little Rock","AR","72117","www.pmlittlerock.com","34.791306","-92.221304","NULL",3,"13","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"155","National Park Community College","Hot Springs","AR","71913","www.np.edu","34.512731","-93.117111","NULL",1,"23","NULL",13433,"0","0","0","0","0","0","0","0","0","0","0","0"
"156","University of Arkansas Community College-Batesville","Batesville","AR","72503-3350","www.uaccb.edu","35.79293","-91.616123","NULL",1,"33","NULL",8037,"0","0","0","0","0","0","0","0","0","0","0","0"
"157","Harding University","Searcy","AR","72143","www.harding.edu","35.249605","-91.729008","0.9912",2,"32","1131",26484,"0","0","0","1","1","1","1","1","1","1","2","1"
"158","Henderson State University","Arkadelphia","AR","71999-0001","www.hsu.edu","34.127792","-93.060313","0.6278",1,"32","989",18679,"0","0","0","1","1","1","1","1","1","1","1","1"
"159","Hendrix College","Conway","AR","72032-3080","www.hendrix.edu","35.09972","-92.442021","0.8282",2,"13","1244",52536,"0","1","0","1","0","0","1","1","1","1","1","1"
"160","Hot Springs Beauty College","Hot Springs","AR","71901","hotspringsbeautycollege.com","34.496287","-93.038381","NULL",3,"13","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"161","Jefferson Regional Medical Center School of Nursing","Pine Bluff","AR","71603","www.jrmc.org","34.187831","-92.018045","NULL",2,"13","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"162","John Brown University","Siloam Springs","AR","72761","www.jbu.edu","36.191077","-94.559088","0.6978",2,"32","NULL",34776,"0","0","0","0","1","1","1","1","1","1","2","1"
"163","Lees School of Cosmetology","North  Little Rock","AR","72114-3800","www.leesschool.com","34.781993","-92.296729","NULL",3,"13","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"164","Career Academy of Hair Design","Springdale","AR","72764-7128","www.beautynwa.com","36.16757","-94.131834","NULL",3,"13","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"165","Academy of Salon and Spa","Fort Smith","AR","72901","www.academysalonspa.com","35.380891","-94.416327","NULL",3,"13","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"166","Arkansas State University Mid-South","West Memphis","AR","72301-3829","www.midsouthcc.edu","35.145736","-90.22285","NULL",1,"21","NULL",14258,"0","0","0","0","0","0","0","0","0","0","0","0"
"167","Arkansas Northeastern College","Blytheville","AR","72316-1109","www.anc.edu","35.897362","-89.922491","NULL",1,"41","NULL",13646,"0","0","0","0","0","0","0","0","0","0","0","0"
"168","Margaret's Hair Academy Inc","Monticello","AR","71655","margarethairacademy.com","33.629169","-91.7887","NULL",3,"33","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"169","New Tyler Barber College Inc","North Little Rock","AR","72114-4973","newtylerbarbercollege.com","34.759076","-92.254108","NULL",3,"13","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"170","North Arkansas College","Harrison","AR","72601-5508","www.northark.edu","36.220528","-93.087317","NULL",1,"33","NULL",9482,"0","0","0","0","0","0","0","0","0","0","0","0"
"171","Northwest Technical Institute","Springdale","AR","72764","www.nwti.edu","36.178617","-94.116433","NULL",1,"13","NULL",8533,"0","0","0","0","0","0","0","0","0","0","0","0"
"172","Ouachita Baptist University","Arkadelphia","AR","71998-0001","www.obu.edu","34.125045","-93.052442","0.7061",2,"32","1112",32560,"0","0","0","1","1","1","1","1","1","1","1","1"
"173","College of the Ouachitas","Malvern","AR","72104-0816","www.coto.edu","34.378745","-92.821416","NULL",1,"31","NULL",12227,"0","0","0","0","0","0","0","0","0","0","0","0"
"174","Ozarka College","Melbourne","AR","72556-0010","www.ozarka.edu","36.053031","-91.896355","NULL",1,"43","NULL",11592,"0","0","0","0","0","0","0","0","0","0","0","0"
"175","University of the Ozarks","Clarksville","AR","72830","www.ozarks.edu","35.477785","-93.467924","0.8892",2,"33","1061",35438,"0","1","0","0","1","0","1","1","1","1","1","1"
"176","University of Arkansas Community College-Morrilton","Morrilton","AR","72110","www.uaccm.edu","35.172136","-92.728507","0.6181",1,"32","930",10722,"0","0","0","0","0","0","0","0","0","0","0","0"
"177","Philander Smith College","Little Rock","AR","72202-3799","www.philander.edu","34.73666","-92.28242","NULL",2,"12","NULL",25061,"0","0","0","1","1","0","1","1","1","1","1","0"
"178","Phillips Community College of the University of Arkansas","Helena","AR","72342-0785","www.pccua.edu","34.544976","-90.617745","NULL",1,"41","NULL",9886,"0","0","0","0","0","0","0","0","0","0","0","0"
"179","Southeast Arkansas College","Pine Bluff","AR","71603","www.seark.edu","34.209797","-92.024731","NULL",1,"13","NULL",8507,"0","0","0","0","0","0","0","0","0","0","0","0"
"180","Professional Cosmetology Education Center","El Dorado","AR","71730-4009","www.pcec.edu","33.215124","-92.663131","NULL",3,"33","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"181","Pulaski Technical College","North Little Rock","AR","72118-3347","www.pulaskitech.edu","34.78243","-92.299729","NULL",1,"13","NULL",15082,"0","0","0","0","0","0","0","0","0","0","0","0"
"182","University of Arkansas Community College-Hope","Hope","AR","71801","www.uacch.edu","33.64791","-93.584528","NULL",1,"32","NULL",14467,"0","0","0","0","0","0","0","0","0","0","0","0"
"183","Rich Mountain Community College","Mena","AR","71953","www.rmcc.edu","34.590793","-94.2197","NULL",1,"33","NULL",12005,"0","0","0","0","0","0","0","0","0","0","0","0"
"184","Paul Mitchell the School-Arkansas","Fayetteville","AR","72703","www.pmtsarkansas.com","36.12681","-94.154191","NULL",3,"13","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"185","Searcy Beauty College","Searcy","AR","72143","searcybeautycollege.com/","35.237723","-91.73454","NULL",3,"32","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"186","Shorter College","N Little Rock","AR","72114","www.shortercollege.org/","34.75933","-92.261331","NULL",2,"13","NULL",18205,"0","0","0","0","0","0","0","0","0","0","0","0"
"187","Williams Baptist College","Walnut Ridge","AR","72476","www.wbcoll.edu","36.126825","-90.939876","0.7049",2,"42","983",23161,"0","0","0","1","1","0","1","0","1","0","1","1"
"188","South Arkansas Community College","El Dorado","AR","71731-7010","www.southark.edu","33.209446","-92.666087","NULL",1,"33","NULL",15979,"0","0","0","0","0","0","0","0","0","0","0","0"
"189","Southern Arkansas University Main Campus","Magnolia","AR","71753","WWW.SAUMAG.EDU","33.291195","-93.235087","0.7142",1,"33","989",18887,"2","0","0","1","2","0","1","1","1","1","1","1"
"190","Southern Arkansas University Tech","Camden","AR","71701-1906","www.sautech.edu","33.63037","-92.719498","NULL",1,"42","NULL",15573,"0","0","0","0","0","0","0","0","0","0","0","0"
"191","Velvatex College of Beauty Culture","Little Rock","AR","72202-5452","www.velvatexcollege.com","34.735724","-92.289758","NULL",3,"12","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"192","University of Arkansas-Fort Smith","Fort Smith","AR","72913-3649","uafs.edu/","35.385345","-94.374073","0.5629",1,"13","NULL",13983,"0","0","0","1","1","0","1","1","1","0","1","1"
"193","Academy of Art University","San Francisco","CA","94105","www.academyart.edu","37.787748","-122.400686","NULL",3,"11","NULL",35919,"0","0","2","2","2","0","0","0","0","0","0","0"
"194","ITT Technical Institute-Rancho Cordova","Rancho Cordova","CA","95670-6034","www.itt-tech.edu","38.59172","-121.281506","0.8599",3,"13","NULL",27550,"0","0","0","1","0","0","0","0","0","0","1","0"
"195","Academy of Chinese Culture and Health Sciences","Oakland","CA","94612","www.acchs.edu","37.806662","-122.272733","NULL",2,"11","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"196","The Academy of Radio and TV Broadcasting","Huntington Beach","CA","92647","WWW.ARBRADIO.COM","33.728895","-117.987666","NULL",3,"21","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"197","Avalon School of Cosmetology-Alameda","Alameda","CA","94501","avalon.edu/locations/alameda-ca/","37.764203","-122.243566","NULL",3,"21","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"198","College of Alameda","Alameda","CA","94501","www.peralta.edu","37.78239","-122.279261","NULL",1,"21","NULL",10898,"0","0","0","0","0","0","0","0","0","0","0","0"
"199","Allan Hancock College","Santa Maria","CA","93454-6399","www.hancockcollege.edu/","34.942979","-120.421486","NULL",1,"13","NULL",11111,"0","0","0","0","0","0","0","0","0","0","0","0"
"200","American Academy of Dramatic Arts-Los Angeles","Los Angeles","CA","90028","WWW.AADA.EDU","34.095315","-118.344097","0.2016",2,"11","NULL",51614,"0","0","0","0","0","0","0","0","0","0","0","0"
"201","American Baptist Seminary of the West","Berkeley","CA","94704-3029","www.absw.edu","37.865252","-122.256149","NULL",2,"12","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"202","American Film Institute Conservatory","Los Angeles","CA","90027-1625","www.AFI.com","34.10846","-118.309989","NULL",2,"11","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"203","American Beauty College","West Covina","CA","91790","www.american-beauty-college.com","33.884391","-118.125036","NULL",3,"21","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"204","American Career College-Los Angeles","Los Angeles","CA","90004","americancareercollege.edu/","34.079236","-118.292282","NULL",3,"11","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"205","American Conservatory Theater","San Francisco","CA","94108-5834","www.act-sf.org","37.787326","-122.404945","NULL",2,"11","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"206","American River College","Sacramento","CA","95841-4286","www.arc.losrios.edu/","38.649734","-121.346012","NULL",1,"21","NULL",12513,"0","0","0","0","0","0","0","0","0","0","0","0"
"207","Antelope Valley College","Lancaster","CA","93536-5426","www.avc.edu","34.676207","-118.186166","NULL",1,"21","NULL",11616,"0","0","0","0","0","0","0","0","0","0","0","0"
"208","Art Center College of Design","Pasadena","CA","91103","www.artcenter.edu","34.170844","-118.186901","0.809",2,"12","NULL",57738,"0","0","0","0","0","0","0","0","0","0","0","0"
"209","Associated Technical College-Los Angeles","Los Angeles","CA","90017-1604","www.atcla.edu","34.055987","-118.27243","NULL",3,"11","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"210","Associated Technical College-San Diego","San Diego","CA","92101","www.associatedtechcollege.com","32.715658","-117.158203","NULL",3,"11","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"211","Azusa Pacific University","Azusa","CA","91702-7000","www.apu.edu","34.130865","-117.88795","0.8183",2,"21","1037",45472,"0","0","0","2","1","0","1","1","1","1","2","1"
"212","Bakersfield College","Bakersfield","CA","93305-1299","www.bakersfieldcollege.edu/","35.4108","-118.973491","NULL",1,"11","NULL",10060,"0","0","0","0","0","0","0","0","0","0","0","0"
"213","Barstow Community College","Barstow","CA","92311","www.barstow.edu","34.871451","-117.02523","NULL",1,"32","NULL",14455,"0","0","0","0","0","0","0","0","0","0","0","0"
"214","Bellus Academy-National City","National City","CA","91950","www.bellusacademy.edu","32.676762","-117.090235","NULL",3,"21","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"215","Bethesda University","Anaheim","CA","92801","www.buc.edu","33.842295","-117.941323","0.6686",2,"11","NULL",13885,"0","0","0","1","1","0","0","0","0","0","1","0"
"216","Biola University","La Mirada","CA","90639-0001","www.biola.edu","33.904823","-118.017342","0.754",2,"21","1122",46162,"0","1","0","1","1","1","1","1","1","1","1","1"
"217","Brooks Institute","Ventura","CA","93001","www.brooks.edu","34.33851","-119.295231","0.9912",3,"21","NULL",32323,"0","0","0","0","0","0","0","0","0","0","0","0"
"218","Brownson Technical School","Anaheim","CA","92805","www.brownson.edu","33.819","-117.906409","NULL",3,"11","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"219","Bryan University","Los Angeles","CA","90010","www.bryancollege.edu","34.061406","-118.302882","NULL",3,"11","NULL",23190,"0","0","0","0","0","0","0","0","0","0","0","0"
"220","Butte College","Oroville","CA","95965-8399","www.butte.edu","39.649116","-121.644691","NULL",1,"42","NULL",11324,"0","0","0","0","0","0","0","0","0","0","0","0"
"221","Phillips Graduate Institute","Chatsworth","CA","91311","pgi.edu","34.24203","-118.567631","NULL",2,"11","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"222","California Institute of Integral Studies","San Francisco","CA","94103","www.ciis.edu","37.774768","-122.416537","NULL",2,"11","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"223","Cabrillo College","Aptos","CA","95003","www.cabrillo.edu","36.9891","-121.927926","NULL",1,"22","NULL",14153,"0","0","0","0","0","0","0","0","0","0","0","0"
"224","California Baptist University","Riverside","CA","92504-3297","www.calbaptist.edu","33.928569","-117.42587","0.7967",2,"11","976",39523,"0","1","0","2","2","1","1","1","2","2","2","1"
"225","California College of the Arts","San Francisco","CA","94107-2247","www.cca.edu","37.76723","-122.399941","0.6369",2,"11","NULL",55398,"0","0","1","0","0","0","0","0","0","0","0","0"
"226","University of California-Hastings College of Law","San Francisco","CA","94102-4978","www.uchastings.edu","37.780718","-122.415395","NULL",1,"11","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"227","California Institute of Technology","Pasadena","CA","91125","www.caltech.edu","34.139275","-118.12574","0.0883",2,"12","1545",58755,"0","0","0","1","0","1","1","1","0","1","1","1"
"228","California Lutheran University","Thousand Oaks","CA","91360-2787","www.callutheran.edu/","34.225551","-118.879467","0.6097",2,"12","1109",50425,"0","1","0","1","0","1","1","1","1","1","2","1"
"229","California Polytechnic State University-San Luis Obispo","San Luis Obispo","CA","93407","calpoly.edu","35.29889","-120.65856","0.3089",1,"23","1234",24218,"1","1","1","1","1","1","1","1","1","1","1","1"
"230","Alliant International University-San Diego","San Diego","CA","92131","www.alliant.edu","32.897056","-117.094398","0.3855",2,"11","NULL",30066,"0","0","0","0","0","0","0","0","1","1","2","0"
"231","California State University-Bakersfield","Bakersfield","CA","93311-1099","www.csub.edu","35.350005","-119.104711","0.706",1,"11","NULL",15975,"0","1","0","1","1","1","1","1","1","1","1","1"
"232","California State University-Stanislaus","Turlock","CA","95382-0299","www.csustan.edu","37.52577","-120.852511","0.7272",1,"23","NULL",16190,"1","0","0","1","1","0","1","1","1","1","1","1"
"233","California State University-San Bernardino","San Bernardino","CA","92407-2397","www.csusb.edu","34.182987","-117.322508","0.8445",1,"12","884",16206,"0","1","0","1","1","1","1","1","1","1","1","1"
"234","California State Polytechnic University-Pomona","Pomona","CA","91768","www.cpp.edu","34.054273","-117.819019","0.5187",1,"21","1074",19042,"1","0","1","1","1","1","1","1","1","1","1","1"
"235","California State University-Chico","Chico","CA","95929-0150","www.csuchico.edu","39.728003","-121.846333","0.7096",1,"13","996",21715,"1","1","0","1","1","1","1","1","1","2","1","1"
"236","California State University-Dominguez Hills","Carson","CA","90747-0005","www.csudh.edu","33.86524","-118.259316","0.4234",1,"13","NULL",12399,"0","0","0","1","1","0","1","1","1","1","1","1"
"237","California State University-Fresno","Fresno","CA","93740","www.csufresno.edu","36.814477","-119.748258","0.594",1,"11","910",16316,"1","1","0","1","1","1","1","1","1","1","1","1"
"238","California State University-Fullerton","Fullerton","CA","92831-3599","www.fullerton.edu","33.883627","-117.885349","0.4447",1,"21","1021",15627,"0","0","0","1","1","1","1","1","1","1","1","1"
"239","California State University-East Bay","Hayward","CA","94542","www.csueastbay.edu","37.65707","-122.058073","0.7031",1,"12","NULL",19793,"0","1","0","1","0","1","1","1","1","1","2","1"
"240","California State University-Long Beach","Long Beach","CA","90840-0115","www.csulb.edu","33.782752","-118.1123","0.3546",1,"11","1054",17779,"0","1","0","1","1","1","1","1","1","1","1","1"
"241","California State University-Los Angeles","Los Angeles","CA","90032","www.calstatela.edu","34.066927","-118.168965","0.6107",1,"11","871",13479,"1","0","0","1","1","1","1","1","1","1","1","1"
"242","California State University-Northridge","Northridge","CA","91330","www.csun.edu","34.23671","-118.526817","0.5286",1,"11","914",18665,"0","0","0","1","1","1","1","1","1","1","1","1"
"243","California State University-Sacramento","Sacramento","CA","95819-2694","www.csus.edu","38.55745","-121.42194","0.7265",1,"11","937",18241,"0","1","0","1","1","1","1","1","1","1","1","1"
